"Source Name"	"Factor Value[year]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[location]"	"Term Source REF"	"Term Accession Number"
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6-2_2_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6-2_2_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6-2_3_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6-2_3_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-1_1_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-1_1_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-1_2_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-1_2_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-1_3_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-1_3_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-2_1_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-2_1_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-2_2_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-2_2_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-2_3_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Acorus calamus"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R62-2_3_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-1_1_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-1_1_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-1_2_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-1_2_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-1_3_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-1_3_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-2_1_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-2_1_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-2_2_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-2_2_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-2_3_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Helichrysum arenarium"	"NCBITAXON"	""	"flower"	"BTO"	""	"Sample collection"	"R6A-2_3_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-1_1_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-1_1_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-1_2_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-1_2_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-1_3_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-1_3_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-2_1_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-2_1_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-2_2_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-2_2_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-2_3_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Foeniculum vulgare"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R72-2_3_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-1_1_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-1_1_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-1_2_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-1_2_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-1_3_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-1_3_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-2_1_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-2_1_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-2_2_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-2_2_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-2_3_Seg1Ev1"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73-2_3_Seg1Ev2"	"ZAO Ivan-chai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73A-2_1_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73A-2_1_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73A-2_2_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73A-2_2_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73A-2_3_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73A-2_3_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73a-1_1_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73a-1_1_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73a-1_2_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73a-1_2_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73a-1_3_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Pimpinella anisum"	"NCBITAXON"	""	"seed"	"BTO"	""	"Sample collection"	"R73a-1_3_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-1_1_Seg1Ev1"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-1_1_Seg1Ev2"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-1_2_Seg1Ev1"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-1_2_Seg1Ev2"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-1_3_Seg1Ev1"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-1_3_Seg1Ev2"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-2_1_Seg1Ev1"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-2_1_Seg1Ev2"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-2_2_Seg1Ev1"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-2_2_Seg1Ev2"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-2_3_Seg1Ev1"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78-2_3_Seg1Ev2"	"Altai Krai"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-1_1_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-1_1_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-1_2_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-1_2_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-1_3_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-1_3_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-2_1_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-2_1_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-2_2_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-2_2_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-2_3_Seg1Ev1"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Taraxacum officinale"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R78A-2_3_Seg1Ev2"	"OOO Zdorovie"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-1_1_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-1_1_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-1_2_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-1_2_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-1_3_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-1_3_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-2_1_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-2_1_Seg1Ev2"	"OAO Krasnogorskleksredstva"	""	""
"no_treatment"	"2016"	"year"	"CCONT"	"http://purl.obolibrary.org/obo/UO_0000036"	"Valeriana officinalis"	"NCBITAXON"	""	"root"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001188"	"Sample collection"	"R8-2_2_Seg1Ev1"	"OAO Krasnogorskleksredstva"	""	""
