,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.89_399.1487m/z,399.1486857,1,5.893333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87964.45349,96505.24022,218601.8576,254712.5852,274477.5427,311776.8871,82041.14288,44219.53785,199107.2221,129633.0742,7574.26001,11028.07782,988.4753265,3356.452545,8293.342589,4955.408936,0,0,1557.513824,28290.2637,59838.50085,7982.547073,18541.04307,28233.49418,9128.72998,7376.036087,91846.17027,87536.04956,2838.642593,2974.756652,39060.90335,26087.94983,86328.00271,7582.831631,6522.856995,5193.734955,8515.837769,20140.15646,5628.487701,7090.889703,23997.41732,28309.43782,29719.70789,17577.55672,19782.06493,39617.65168,5801.64344,11134.84306,14232.45079,0,10790.2391,14054.07645,49114.75342,32291.09699,7383.701843,6894.267059,300686.1076,337350.3794,25034.73758,27169.06128,65949.72211,5894.183151,31981.17005,31996.4465,1924.111836,4142.988206,982.9657113,0,404.888855,0,25493.62054,21819.31416,25041.3643,26456.30952,15076.19316,18156.53315,34713.09417,41543.32154
13.04_507.3717m/z,507.3717484,1,13.04,0,0,0,0,0,0,0,0,566.504364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23461.55433,20258.13033,6658.955067,6179.854,18205.18318,16161.65657,6296.495789,5055.076569,6140.289118,2644.182811,69222.52505,62657.65599,15700.96084,14795.53903,3491.233827,627.4338684,2860.59903,531.5089722,4813.663987,1207.306944,10953.82983,13844.16352,5774.755402,6674.382477,790.7205811,1482.36499,7331.748398,563.5340881,1306.575592,0,729.5531921,664.7602539,2244.834198,2488.869171,7550.871381,12739.03065,14834.5174,0,7472.434036,5892.8862,17211.50976,9066.242874,676.2850342,3039.583832,1979.305237,929.3914185,6229.247461,8631.554049,1705.953631,763.847692,3282.59067,5374.110697,818.8902588,2061.042969,964.44914,0,7249.949127,3227.203308,808.1229858,502.625946,2763.817322,4006.58729,39253.86801,35234.40926,6380.781525,7307.713369,5747.450604,3326.591888,0,0,33317.76872,11566.69395,3816.583809,6621.392487,6224.774826,7214.920013,8718.373433,11580.29552
5.88_437.1453m/z,437.1453066,1,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524.667426,0,0,0,0,0,0,0,0,0,11040.07573,9323.269426,4855.98436,5400.135193,30500.2215,35765.52075,149161.8168,19639.83362,29711.558,38421.70594,25321.4467,38070.82066,9783.275864,17335.78926,5844.574844,65592.24785,812.4167175,1365.01001,166883.0464,5371.782059,2695.466644,10091.88504,69704.07415,80888.81406,2089.560364,1220.307083,4410.480194,5450.58287,5962.902679,1951.161041,1755.729401,5591.304535,112383.2166,46695.86375,8851.20224,11597.93443,11789.30855,9823.585068,11640.48753,7909.246793,11761.65347,17948.3996,256218.5502,116975.9781,195960.8986,67485.45832,10838.82189,12790.48026,8159.998962,547.2990265,18407.66733,21070.82944,81002.17044,93120.15199,117124.7755,100799.6044,21548.7134,23537.54301,0,0,99492.24982,84859.85313,12134.1264,8174.417591,109084.6374,103234.0166,946.0699158,1791.033508,29061.52229,4080.759486,4648.224106,1020.289352,6108.832764,5349.884689,559746.2407,562861.8205,8318.337737,1258.766188
10.36_423.2567m/z,423.2566753,1,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233407.6329,273259.1462,401.9136353,712.9562683,46005.6898,47196.01053,28051.93489,16211.5615,12501.25317,4794.024292,38621.53258,37131.3475,3370.063751,5712.258972,0,0,5516.421356,7325.674042,3149.735413,0,5664.567627,9401.14209,305221.2913,351588.3136,103994.4186,112232.5852,0,0,120782.964,125610.7792,35127.96651,32362.19858,68977.62888,30171.86485,71082.87032,106691.6635,105438.4908,9542.623596,128176.2005,121271.0471,79633.98662,78886.18712,595.3018188,0,6121.516464,15634.52112,12228.60687,26304.96405,16501.63249,458.1288757,60777.46091,57976.10065,2717.916595,3747.629776,30420.76865,27123.57888,2046.923645,1439.545929,61032.56036,60086.95668,68017.24489,84654.67751,102670.7701,79097.3903,3490.913391,2379.567444,15771.71307,22006.83875,753.8597107,0,0,0,8916.110764,6218.699219,3861.546265,1967.185364,10657.55149,15961.51837
4.45_387.1628m/z,387.1628019,1,4.453333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32936.56752,45945.22428,7464.297028,10525.4595,42530.26228,48099.92251,50492.67989,0,0,1626.967804,39382.94323,40753.11994,196186.2946,175622.0117,12414.11157,6164.945088,535.8578491,0,97281.08311,47897.34389,18265.04906,23059.39882,7532.127282,9594.680665,39089.88921,43150.50866,15856.64839,38191.00303,11730.06396,8894.506804,46078.79574,57858.45871,72681.5955,38252.16432,36552.56365,40364.14822,33377.1459,3155.012207,66179.75954,67040.30589,42506.57235,30512.26974,107828.672,106803.3745,166947.9124,27552.18421,61398.79265,68052.32096,78101.1882,2080.856674,50374.5127,46974.93598,106562.8337,100421.4565,59855.02909,54054.85811,4132.559327,4649.067484,0,0,1447.935364,18967.02584,27109.81167,23688.1735,10849.40603,16001.07496,4693.533325,4914.402771,21865.67328,19028.63339,50678.19169,54260.7702,8356.076022,11180.27053,2229.268509,2297.364273,50607.39645,52874.64209
10.33_415.2954m/z,415.2954133,1,10.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.8427734,0,548.9488068,698.9700012,0,0,0,0,0,0,0,0,0,0,0,0,0,56004.73455,0,23456.20392,72851.09943,84200.13215,86203.95122,6236.719696,12265.94525,32061.51846,48427.74554,24341.32152,4519.970581,2590.365082,6224.690369,31177.65045,42354.268,481.0770264,540.6221008,107499.9487,103915.6642,3015.092091,2304.253079,17513.92922,27463.21552,12491.7457,19307.21071,85651.64853,102270.4627,7431.721568,7733.702942,0,0,64362.62227,64797.66926,101879.6,4662.540619,17954.26109,43022.00441,54160.19702,0,17063.69687,24810.27237,108756.8237,110362.554,2209.449829,5395.362213,809.0821533,605.6693268,2084.667877,4963.152863,3600.676712,0,12682.41503,7528.342697,2887.606491,973.3162231,22827.30023,19711.17876,8249.493969,13276.22083,387.1515503,0,47350.9892,51079.61942,56023.13693,29959.70226,47143.47432,55404.18634,40173.03053,40876.28949,1960.031097,0,3165058.622,3199803.572,14958.78284,17592.71475,12137.16307,12334.18805,999.3711853,0
4.51_304.1300m/z,304.1299579,1,4.506666667,0,0,0,0,0,0,0,0,0,0,0,0,8862.480164,0,0,0,0,0,0,0,0,0,0,9267.886673,0,0,0,0,0,0,0,0,0,727.6098633,1892.218781,289.3880719,840.4735565,27622.16005,37892.82367,1534.321274,0,0,0,32279.45491,52666.60857,154071.0577,130849.6439,26812.08669,17605.65037,3672.695618,0,54560.71942,2851.435455,119646.9988,149071.4818,146019.0143,173700.8342,167722.7484,178816.3919,6805.453633,8278.818281,60134.39623,72246.99069,42415.12901,62855.18529,118963.6835,218774.7702,52982.38258,129816.8826,143814.3534,1073.203552,108377.7482,105501.6406,198013.1502,185054.6234,55248.5405,66528.93604,4827.918381,15774.29743,15325.36783,78559.571,90796.61285,0,336298.0197,352024.702,61487.17263,69299.04731,106505.7665,122035.8395,29233.29177,30553.06109,0,1017.0401,36330.53262,102096.6001,62058.71384,58627.66635,53653.51865,49368.44404,514.2506866,1037.216156,68447.1455,65277.13651,61955.50673,46475.15988,16391.60758,21150.68563,1523804.002,1545990.186,91336.78309,95928.98914
7.55_308.2116m/z,308.2115887,1,7.546666667,2025.830994,0,0,0,0,0,375.6573639,0,0,0,447.8309174,0,0,0,0,0,375.7751312,0,0,0,0,0,0,11277.23692,13237.16678,24528.01512,23945.13699,19114.57212,17560.96189,5785.079255,10436.69249,7749.143669,8929.887722,340497.6973,350097.3499,169771.138,197446.7526,191854.7382,218693.136,115505.8568,103432.5246,106429.813,37216.23563,13505.29999,13464.96622,24981.19098,36324.7603,39185.59667,23839.30626,3718.000916,8955.223122,31065.88997,8779.059921,296436.0552,336619.2997,33015.6208,40172.53292,130807.0144,137672.2921,167052.3453,166247.495,44143.56824,46155.65374,55531.24348,81592.95813,82746.25953,122433.7336,104698.4136,159261.4531,161727.9358,10968.92218,281299.1087,284521.6647,269815.2388,257970.8726,112343.6132,116799.3767,144856.9573,40803.83506,42041.04649,91558.91752,109608.5602,2073.313507,109623.3554,123879.1592,221488.9439,230406.1141,122640.7395,136542.2972,415332.2103,407807.8913,91655.17635,63327.51421,106213.4691,144644.4133,238097.652,237354.9829,443275.3853,442120.8609,50091.69141,43743.01426,10789.08125,11832.87917,231142.6337,184087.1693,201419.2562,220853.5876,28243.9145,40451.49903,115503.7804,131423.8875
1.40_252.1122m/z,252.1121723,1,1.4,0,782.4945524,0,0,0,0,586.1159668,331.8781738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.6161596,0,0,0,0,847.5062033,524.0272119,29953.82159,37432.56124,0,561.0641174,7246.047982,7449.838607,0,0,15819.49418,0,8032.125822,8978.861845,7848.833755,5796.441818,50522.17401,5052.381668,77301.87071,57003.03651,0,0,44781.85832,43877.26009,1364.119476,4477.266789,460456.666,422038.3494,22639.04958,25859.76964,30479.38114,32891.09784,24233.79109,25699.58295,22117.43212,12172.50281,21272.50674,24469.34481,29594.03942,1057.254745,13751.83166,20743.60686,27260.91557,27551.63878,10824.97965,13401.91139,0,0,10091.11847,27418.97548,20937.42458,0,17367.36445,15508.91327,2582.318054,5485.349915,14890.24475,19996.19069,1650.833359,2626.580713,18534.08008,14775.14236,32597.45018,15110.64413,42190.69238,41629.69526,39987.01021,50538.51467,88612.21038,95876.59472,1928.605637,2074.830067,11719.74355,19116.91694,31358.36162,40346.56176,6981.423811,3038.505493,6191.042647,15090.98937
7.57_348.2139m/z,348.2138815,1,7.573333333,15063.80421,0,207.5574814,470.1961517,0,0,0,539.8319397,0,533.1992493,516.9276123,933.8661804,0,0,0,0,1125.578461,0,0,0,643.1928711,994.1269226,0,81142.03958,0,0,671.873291,0,453.0334625,0,0,200.5360107,0,41908.24067,56570.97609,20278.88775,20715.49351,4096.190475,7628.413432,34789.38666,6027.399447,8353.299262,5318.962272,4885.4888,5016.374743,15488.27394,20619.29196,4712055.723,14077.71732,647.9171753,523.2479248,23162.79264,4439.594463,20799.55956,26911.35316,6328.162125,9997.74696,28459.44083,25927.07402,5065.098511,9246.992844,0,2175.151518,12670.73177,17069.78852,50221.68695,45525.47602,9390.764128,12611.85878,18743.75662,3123.260674,95079.60265,90669.2568,86418.44864,98603.28894,44102.18247,55392.53047,166672.4241,155164.9735,1593.330811,15813.10747,20513.64929,0,14126.26862,25621.26611,27548.46561,21594.38346,27356.85543,33626.73243,3572.383667,7836.219254,5509.479645,8283.215714,17048.53469,41941.35408,6026.206711,7949.82661,35594.18689,29368.11045,4657.015371,591.5291443,1496.498714,2198.316681,34051.3221,31010.74067,20037.91967,23924.28362,47423.01504,49796.52924,35021.96403,17982.64236
